2026-04-26 16:56:05,545 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 16:56:05,545 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 16:56:12,141 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 16:56:12,142 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 16:56:12,142 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 16:56:12,142 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 16:56:12,142 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 16:56:12,142 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 16:56:12,142 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 16:56:31,569 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 16:59:24,189 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:00:25,636 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 17:00:25,636 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 17:00:31,052 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 17:00:31,052 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 17:00:31,052 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 17:00:31,052 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 17:00:31,052 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 17:00:31,052 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 17:00:31,052 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 17:00:51,947 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:10:57,988 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 17:10:57,989 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 17:11:02,554 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 17:11:02,554 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 17:11:02,554 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 17:11:02,554 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 17:11:02,554 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 17:11:02,554 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 17:11:02,554 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 17:11:33,379 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:33:34,654 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:36:15,209 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 17:36:15,210 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 17:36:20,689 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 17:36:20,690 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 17:36:20,690 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 17:36:20,690 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 17:36:20,690 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 17:36:20,690 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 17:36:20,690 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 17:36:44,135 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:43:46,730 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:44:13,455 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:44:25,120 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:44:48,144 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:44:56,566 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 17:44:56,566 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 17:45:00,261 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 17:45:00,262 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 17:45:00,262 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 17:45:00,262 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 17:45:00,262 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 17:45:00,262 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 17:45:00,262 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 17:45:11,061 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:48:59,053 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:50:18,777 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:50:26,381 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2026-04-26 17:50:26,756 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2026-04-26 17:50:27,194 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2026-04-26 17:50:27,623 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2026-04-26 17:50:28,048 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2026-04-26 17:50:28,415 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2026-04-26 17:50:28,940 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:50:29,290 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:50:29,848 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2026-04-26 17:50:30,215 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2026-04-26 17:50:30,723 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2026-04-26 17:50:31,098 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2026-04-26 17:50:52,311 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:50:56,783 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:51:56,836 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:52:01,625 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:52:08,046 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:52:16,141 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:53:35,364 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 17:53:35,364 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 17:53:45,424 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 17:53:45,424 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 17:53:45,424 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 17:53:45,424 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 17:53:45,424 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 17:53:45,425 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 17:53:45,425 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 17:54:05,958 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:54:13,648 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:54:20,967 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:54:35,398 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:54:57,043 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:55:00,624 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:55:01,062 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:55:01,462 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:55:01,820 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:55:02,449 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:55:07,691 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:55:27,841 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 17:55:28,237 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2026-04-26 17:55:28,862 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 17:56:01,531 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:56:03,750 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2026-04-26 17:56:08,466 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 17:57:10,507 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 17:57:10,507 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 17:57:16,507 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 17:57:16,507 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 17:57:16,507 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 17:57:16,507 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 17:57:16,507 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 17:57:16,508 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 17:57:16,508 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 17:57:29,908 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:57:51,009 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:57:51,421 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:57:59,597 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:58:02,317 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2026-04-26 17:58:03,338 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:58:03,721 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:58:04,109 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:58:04,588 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2026-04-26 17:58:05,471 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:58:57,522 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:59:07,044 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 17:59:26,142 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 17:59:26,555 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 17:59:29,113 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 17:59:29,542 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2026-04-26 17:59:33,209 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 17:59:35,438 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2026-04-26 17:59:36,109 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 17:59:36,501 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2026-04-26 17:59:37,876 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 17:59:49,755 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 17:59:49,755 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 17:59:57,648 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 17:59:57,649 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 17:59:57,649 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 17:59:57,649 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 17:59:57,649 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 17:59:57,649 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 17:59:57,649 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:00:11,020 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:00:58,188 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:00:58,188 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:01:09,607 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:01:09,607 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:01:09,607 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:01:09,607 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:01:09,607 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:01:09,607 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:01:09,607 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:01:26,395 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:01:44,174 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:01:56,998 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 18:01:57,372 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2026-04-26 18:01:57,955 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-26 18:02:49,164 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:02:49,164 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:02:58,979 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:02:58,979 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:02:58,979 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:02:58,979 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:02:58,979 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:02:58,979 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:02:58,979 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:03:10,457 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:03:21,681 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:03:21,681 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:03:25,909 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:03:25,909 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:03:25,909 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:03:25,909 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:03:25,909 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:03:25,909 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:03:25,909 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:03:33,325 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:03:38,660 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2026-04-26 18:03:39,672 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2026-04-26 18:03:40,539 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 18:03:40,947 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 18:03:41,839 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 18:03:42,118 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 18:25:09,124 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:25:09,124 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:25:13,298 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:25:13,299 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:25:13,299 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:25:13,299 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:25:13,299 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:25:13,299 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:25:13,299 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:25:29,449 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:25:51,937 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:25:51,937 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:25:55,819 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:25:55,819 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:25:55,819 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:25:55,819 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:25:55,819 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:25:55,819 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:25:55,819 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:26:09,070 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:26:15,408 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2026-04-26 18:26:15,783 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2026-04-26 18:27:47,094 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:27:47,094 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:27:51,174 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:27:51,175 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:27:51,175 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:27:51,175 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:27:51,175 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:27:51,175 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:27:51,175 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:28:09,383 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:29:35,483 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:29:35,483 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:29:39,341 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:29:39,341 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:29:39,341 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:29:39,341 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:29:39,341 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:29:39,341 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:29:39,341 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:29:44,571 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-26 18:30:47,941 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-26 18:30:47,941 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-26 18:31:08,395 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-26 18:31:08,396 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-26 18:31:08,396 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-26 18:31:08,396 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-26 18:31:08,396 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-26 18:31:08,396 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-26 18:31:08,396 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-26 18:31:13,505 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 16:56:58,854 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-27 16:56:58,855 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-27 16:56:58,855 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-27 16:56:58,855 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-27 16:56:58,855 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-27 16:56:58,855 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-27 16:56:58,855 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-27 16:59:59,284 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:02:49,952 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:04:52,022 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-27 17:04:52,022 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-27 17:05:27,128 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-27 17:05:27,129 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-27 17:05:27,129 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-27 17:05:27,129 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-27 17:05:27,129 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-27 17:05:27,129 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-27 17:05:27,129 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-27 17:06:25,003 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:07:44,192 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-27 17:07:44,193 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-27 17:08:05,501 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-27 17:08:05,502 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-27 17:08:05,502 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-27 17:08:05,502 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-27 17:08:05,502 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-27 17:08:05,502 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-27 17:08:05,502 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-27 17:08:36,284 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:11:24,918 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-27 17:11:24,919 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-27 17:11:31,146 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-27 17:11:31,146 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-27 17:11:31,146 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-27 17:11:31,146 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-27 17:11:31,146 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-27 17:11:31,146 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-27 17:11:31,146 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-27 17:11:53,304 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
